101004	Q0	clueweb12-0000tw-08-16795	2
101004	Q0	clueweb12-0000wb-54-11411	1
101004	Q0	clueweb12-0000wb-85-17525	2
101004	Q0	clueweb12-0003wb-65-35192	2
101004	Q0	clueweb12-0004wb-36-18946	2
101004	Q0	clueweb12-0006wb-13-16892	2
101004	Q0	clueweb12-0007wb-16-24899	2
101004	Q0	clueweb12-0007wb-31-04635	2
101004	Q0	clueweb12-0010wb-39-16315	2
101004	Q0	clueweb12-0013wb-26-05027	2
101004	Q0	clueweb12-0103wb-08-15492	2
101004	Q0	clueweb12-0103wb-08-22683	2
101004	Q0	clueweb12-0108wb-40-18409	2
101004	Q0	clueweb12-0108wb-93-09026	2
101004	Q0	clueweb12-0109wb-01-10495	2
101004	Q0	clueweb12-0109wb-09-02142	1
101004	Q0	clueweb12-0112wb-32-14590	1
101004	Q0	clueweb12-0201wb-66-18004	2
101004	Q0	clueweb12-0210wb-99-01077	1
101004	Q0	clueweb12-0309wb-17-00013	1
101004	Q0	clueweb12-0312wb-11-21461	2
101004	Q0	clueweb12-0505wb-31-30115	2
101004	Q0	clueweb12-0606wb-17-27670	1
101004	Q0	clueweb12-1007wb-23-28084	2
101004	Q0	clueweb12-1103wb-42-09616	1
101004	Q0	clueweb12-1106wb-83-11615	1
101004	Q0	clueweb12-1201tw-01-10633	2
101004	Q0	clueweb12-1203wb-92-11561	1
101004	Q0	clueweb12-1600tw-07-17372	1
101004	Q0	clueweb12-1801wb-32-24112	2
101005	Q0	clueweb12-0000tw-08-16795	2
101005	Q0	clueweb12-0000wb-54-11411	1
101005	Q0	clueweb12-0000wb-85-17525	2
101005	Q0	clueweb12-0003wb-65-35192	2
101005	Q0	clueweb12-0004wb-36-18946	2
101005	Q0	clueweb12-0006wb-13-16892	2
101005	Q0	clueweb12-0007wb-16-24899	2
101005	Q0	clueweb12-0007wb-31-04635	2
101005	Q0	clueweb12-0010wb-39-16315	2
101005	Q0	clueweb12-0013wb-26-05027	2
101005	Q0	clueweb12-0103wb-08-15492	2
101005	Q0	clueweb12-0103wb-08-22683	2
101005	Q0	clueweb12-0108wb-40-18409	2
