topic,confidence
1,1.0088695213198662
2,1.1472593061625957
3,0.9635522030293941
4,1.0262948460876942
5,0.9830226190388203
6,1.074988767504692
7,1.0651606135070324
8,0.9896185249090195
9,0.952256191521883
10,0.8687895722687244
11,0.9954696521162987
12,1.1265866458415985
13,1.0417699813842773
14,0.9284700267016888
15,1.018272154033184
16,0.9836670942604542
17,0.952256191521883
18,1.0333428159356117
19,1.3682945631444454
20,1.0330380871891975
21,1.0540209710597992
22,1.0219602845609188
23,0.9765230119228363
24,1.0156340897083282
25,0.9991848841309547
26,1.138573046773672
27,1.0778769850730896
28,0.999362301081419
29,1.0191001929342747
30,1.0065540671348572
31,1.0240726172924042
32,1.105321478098631
33,1.3872882351279259
34,1.1437205597758293
35,0.9674939326941967
36,1.0480215772986412
37,1.0956755839288235
38,1.0560150258243084
39,0.9906422346830368
40,1.0480616241693497
41,0.951775535941124
42,1.0495061054825783
43,1.0646813549101353
44,1.154558826237917
45,1.0933661833405495
46,1.0881182737648487
47,0.9959797374904156
48,1.14035839214921
49,1.0512348264455795
50,0.9873164817690849
