topic,confidence
101004,1.578599214553833
101005,1.0837560519576073
101006,5.355753004550934
102004,1.5665723010897636
102005,92.57940649986267
102006,55.84510564804077
103004,4.313758015632629
103005,3.4942254424095154
103006,10.379796475172043
104004,1.9982412457466125
104005,3.5516101866960526
104006,4.730531945824623
105004,3.2035313546657562
105005,94.58324909210205
105006,92.96205043792725
106004,1.9991757348179817
106005,2.179298549890518
106006,2.2587642073631287
107004,3.6211978644132614
107005,1.6600541770458221
107006,12.003026902675629
108004,2.2957272827625275
108005,1.6637586057186127
108006,6.091008335351944
109004,1.6545237973332405
109005,4.083531349897385
109006,1.8322145566344261
110004,1.737481728196144
110005,2.2038646042346954
110006,4.0451619774103165
111004,1.9441714510321617
111005,2.442316524684429
111006,64.20001983642578
112004,2.298831567168236
112005,10.533010214567184
112006,86.69097423553467
113004,1.2403326109051704
113005,4.101814329624176
113006,28.318506479263306
114004,1.0649103671312332
114005,1.2084287591278553
114006,92.4717366695404
115004,88.76286149024963
115005,1.6527807340025902
115006,90.33571481704712
116004,1.2193920090794563
116005,73.88386726379395
116006,7.245634496212006
117004,0.9628158062696457
117005,91.87308549880981
117006,93.59074831008911
118004,1.5674900263547897
118005,2.06904336810112
118006,35.56516468524933
119004,1.0598952881991863
119005,11.065280437469482
119006,84.61980819702148
120004,1.6026418656110764
120005,20.680947601795197
120006,85.20486354827881
121004,1.084414031356573
121005,4.463235288858414
121006,20.618627965450287
122004,1.8443794921040535
122005,3.5456329584121704
122006,1.9071735441684723
123004,1.1023959144949913
123005,7.712792605161667
123006,16.701066493988037
124004,2.767956629395485
124005,1.601158268749714
124006,90.94572067260742
125004,2.0908910781145096
125005,2.9643408954143524
125006,2.86693312227726
126004,1.7659852281212807
126005,9.306883066892624
126006,5.96020370721817
127004,2.152186445891857
127005,20.13225555419922
127006,4.694787040352821
128004,6.510317325592041
128005,59.48112607002258
128006,81.01891279220581
129004,1.052908692508936
129005,3.3462751656770706
129006,2.6428401470184326
130004,0.9920787066221237
130005,4.200554639101028
130006,1.8599558621644974
131004,1.3192680664360523
131005,60.443735122680664
131006,41.94597601890564
132004,3.6666058003902435
132005,61.15748882293701
132006,1.3094106689095497
133004,1.8552571535110474
133005,2.3040901869535446
133006,22.28579968214035
134004,6.621941179037094
134005,4.247552901506424
134006,2.1178090944886208
135004,1.3830889947712421
135005,5.789857730269432
135006,2.3183465003967285
136004,3.298146277666092
136005,11.876539885997772
136006,49.07413423061371
137004,2.551710233092308
137005,3.1338047236204147
137006,2.5481753051280975
138004,2.0610639825463295
138005,2.7447229251265526
138006,1.5306462533771992
139004,2.3748060688376427
139005,1.1184126138687134
139006,8.537030965089798
140004,1.5917420387268066
140005,6.461949646472931
140006,37.297675013542175
141004,10.11597067117691
141005,2.069949544966221
141006,2.3721573874354362
142004,1.46212475374341
142005,7.933805882930756
142006,44.12834942340851
143004,2.3210573941469193
143005,5.925537645816803
143006,96.20293378829956
144004,2.6650292798876762
144005,89.6124005317688
144006,9.248018264770508
145004,1.938498578965664
145005,85.0935161113739
145006,91.93456768989563
146004,1.2838656082749367
146005,3.205651417374611
146006,21.237628161907196
147004,1.526849064975977
147005,3.3593572676181793
147006,8.081789314746857
148004,94.5622980594635
148005,92.57553219795227
148006,17.483994364738464
149004,2.259819395840168
149005,2.155260741710663
149006,5.814467743039131
150004,4.088358581066132
150005,1.9773079082369804
150006,17.012500762939453
